record_status,source_type,source_ref,confidence_level,owner_name,last_updated_at,remarks,demand_id,product_id,consumer_node_id,consumer_segment_id,bucket_month,base_demand_qty,launch_uplift_factor,seasonality_factor,price_response_factor,competition_factor,supply_shortage_feedback_factor,final_demand_qty
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_VALUE_SWITCHER_2028M10,IPHONE_NM_2028_BASE,CONSUMER_IN_VALUE_SWITCHER,IN_VALUE_SWITCHER,2028-10,46000,1.1,1.0,1.0,0.97,1.0,49082
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_VALUE_SWITCHER_2028M11,IPHONE_NM_2028_BASE,CONSUMER_IN_VALUE_SWITCHER,IN_VALUE_SWITCHER,2028-11,44000,1.0,1.05,1.0,0.97,1.0,44814
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_VALUE_SWITCHER_2028M12,IPHONE_NM_2028_BASE,CONSUMER_IN_VALUE_SWITCHER,IN_VALUE_SWITCHER,2028-12,40000,1.0,1.05,1.0,0.97,1.0,40740
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_PREMIUM_ASPIRER_2028M01,IPHONE_NM_2028_BASE,CONSUMER_IN_PREMIUM_ASPIRER,IN_PREMIUM_ASPIRER,2028-01,6000,1.0,1.0,0.98,1.0,1.0,5880
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_PREMIUM_ASPIRER_2028M02,IPHONE_NM_2028_BASE,CONSUMER_IN_PREMIUM_ASPIRER,IN_PREMIUM_ASPIRER,2028-02,6600,1.0,1.0,0.98,1.0,1.0,6468
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_PREMIUM_ASPIRER_2028M03,IPHONE_NM_2028_BASE,CONSUMER_IN_PREMIUM_ASPIRER,IN_PREMIUM_ASPIRER,2028-03,7200,1.0,1.0,0.98,1.0,1.0,7056
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_PREMIUM_ASPIRER_2028M04,IPHONE_NM_2028_BASE,CONSUMER_IN_PREMIUM_ASPIRER,IN_PREMIUM_ASPIRER,2028-04,8000,1.0,1.0,0.98,1.0,1.0,7840
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_PREMIUM_ASPIRER_2028M05,IPHONE_NM_2028_BASE,CONSUMER_IN_PREMIUM_ASPIRER,IN_PREMIUM_ASPIRER,2028-05,8800,1.0,1.0,0.98,1.0,1.0,8624
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_PREMIUM_ASPIRER_2028M06,IPHONE_NM_2028_BASE,CONSUMER_IN_PREMIUM_ASPIRER,IN_PREMIUM_ASPIRER,2028-06,9800,1.0,1.0,0.98,1.0,1.0,9604
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_PREMIUM_ASPIRER_2028M07,IPHONE_NM_2028_BASE,CONSUMER_IN_PREMIUM_ASPIRER,IN_PREMIUM_ASPIRER,2028-07,11000,1.0,1.0,0.98,1.0,1.0,10780
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_PREMIUM_ASPIRER_2028M08,IPHONE_NM_2028_BASE,CONSUMER_IN_PREMIUM_ASPIRER,IN_PREMIUM_ASPIRER,2028-08,12500,1.0,1.0,0.98,1.0,1.0,12250
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_PREMIUM_ASPIRER_2028M09,IPHONE_NM_2028_BASE,CONSUMER_IN_PREMIUM_ASPIRER,IN_PREMIUM_ASPIRER,2028-09,23000,1.35,1.0,0.98,1.0,1.0,30429
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_PREMIUM_ASPIRER_2028M10,IPHONE_NM_2028_BASE,CONSUMER_IN_PREMIUM_ASPIRER,IN_PREMIUM_ASPIRER,2028-10,21000,1.1,1.0,0.98,1.0,1.0,22638
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_PREMIUM_ASPIRER_2028M11,IPHONE_NM_2028_BASE,CONSUMER_IN_PREMIUM_ASPIRER,IN_PREMIUM_ASPIRER,2028-11,18000,1.0,1.05,0.98,1.0,1.0,18522
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_IN_PREMIUM_ASPIRER_2028M12,IPHONE_NM_2028_BASE,CONSUMER_IN_PREMIUM_ASPIRER,IN_PREMIUM_ASPIRER,2028-12,16500,1.0,1.05,0.98,1.0,1.0,16978
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_PREMIUM_EARLY_2028M01,IPHONE_NM_2028_BASE,CONSUMER_CN_PREMIUM_EARLY,CN_PREMIUM_EARLY,2028-01,18000,1.0,1.0,0.98,1.0,1.0,17640
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_PREMIUM_EARLY_2028M02,IPHONE_NM_2028_BASE,CONSUMER_CN_PREMIUM_EARLY,CN_PREMIUM_EARLY,2028-02,19000,1.0,1.0,0.98,1.0,1.0,18620
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_PREMIUM_EARLY_2028M03,IPHONE_NM_2028_BASE,CONSUMER_CN_PREMIUM_EARLY,CN_PREMIUM_EARLY,2028-03,21000,1.0,1.0,0.98,1.0,1.0,20580
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_PREMIUM_EARLY_2028M04,IPHONE_NM_2028_BASE,CONSUMER_CN_PREMIUM_EARLY,CN_PREMIUM_EARLY,2028-04,24000,1.0,1.0,0.98,1.0,1.0,23520
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_PREMIUM_EARLY_2028M05,IPHONE_NM_2028_BASE,CONSUMER_CN_PREMIUM_EARLY,CN_PREMIUM_EARLY,2028-05,28000,1.0,1.0,0.98,1.0,1.0,27440
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_PREMIUM_EARLY_2028M06,IPHONE_NM_2028_BASE,CONSUMER_CN_PREMIUM_EARLY,CN_PREMIUM_EARLY,2028-06,32000,1.0,1.0,0.98,1.0,1.0,31360
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_PREMIUM_EARLY_2028M07,IPHONE_NM_2028_BASE,CONSUMER_CN_PREMIUM_EARLY,CN_PREMIUM_EARLY,2028-07,38000,1.0,1.0,0.98,1.0,1.0,37240
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_PREMIUM_EARLY_2028M08,IPHONE_NM_2028_BASE,CONSUMER_CN_PREMIUM_EARLY,CN_PREMIUM_EARLY,2028-08,44000,1.0,1.0,0.98,1.0,1.0,43120
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_PREMIUM_EARLY_2028M09,IPHONE_NM_2028_BASE,CONSUMER_CN_PREMIUM_EARLY,CN_PREMIUM_EARLY,2028-09,125000,1.35,1.0,0.98,1.0,1.02,168682
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_PREMIUM_EARLY_2028M10,IPHONE_NM_2028_BASE,CONSUMER_CN_PREMIUM_EARLY,CN_PREMIUM_EARLY,2028-10,98000,1.1,1.0,0.98,1.0,1.0,105644
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_PREMIUM_EARLY_2028M11,IPHONE_NM_2028_BASE,CONSUMER_CN_PREMIUM_EARLY,CN_PREMIUM_EARLY,2028-11,86000,1.0,1.05,0.98,1.0,1.0,88494
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_PREMIUM_EARLY_2028M12,IPHONE_NM_2028_BASE,CONSUMER_CN_PREMIUM_EARLY,CN_PREMIUM_EARLY,2028-12,78000,1.0,1.05,0.98,1.0,1.0,80262
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_MAINSTREAM_2028M01,IPHONE_NM_2028_BASE,CONSUMER_CN_MAINSTREAM,CN_MAINSTREAM,2028-01,22000,1.0,1.0,1.0,0.97,1.0,21340
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_MAINSTREAM_2028M02,IPHONE_NM_2028_BASE,CONSUMER_CN_MAINSTREAM,CN_MAINSTREAM,2028-02,23000,1.0,1.0,1.0,0.97,1.0,22310
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_MAINSTREAM_2028M03,IPHONE_NM_2028_BASE,CONSUMER_CN_MAINSTREAM,CN_MAINSTREAM,2028-03,24500,1.0,1.0,1.0,0.97,1.0,23765
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_MAINSTREAM_2028M04,IPHONE_NM_2028_BASE,CONSUMER_CN_MAINSTREAM,CN_MAINSTREAM,2028-04,26500,1.0,1.0,1.0,0.97,1.0,25705
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_MAINSTREAM_2028M05,IPHONE_NM_2028_BASE,CONSUMER_CN_MAINSTREAM,CN_MAINSTREAM,2028-05,29000,1.0,1.0,1.0,0.97,1.0,28130
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_MAINSTREAM_2028M06,IPHONE_NM_2028_BASE,CONSUMER_CN_MAINSTREAM,CN_MAINSTREAM,2028-06,32000,1.0,1.0,1.0,0.97,1.0,31040
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_MAINSTREAM_2028M07,IPHONE_NM_2028_BASE,CONSUMER_CN_MAINSTREAM,CN_MAINSTREAM,2028-07,36000,1.0,1.0,1.0,0.97,1.0,34920
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_MAINSTREAM_2028M08,IPHONE_NM_2028_BASE,CONSUMER_CN_MAINSTREAM,CN_MAINSTREAM,2028-08,41000,1.0,1.0,1.0,0.97,1.0,39770
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_MAINSTREAM_2028M09,IPHONE_NM_2028_BASE,CONSUMER_CN_MAINSTREAM,CN_MAINSTREAM,2028-09,95000,1.35,1.0,1.0,0.97,1.0,124403
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_MAINSTREAM_2028M10,IPHONE_NM_2028_BASE,CONSUMER_CN_MAINSTREAM,CN_MAINSTREAM,2028-10,90000,1.1,1.0,1.0,0.97,1.0,96030
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_MAINSTREAM_2028M11,IPHONE_NM_2028_BASE,CONSUMER_CN_MAINSTREAM,CN_MAINSTREAM,2028-11,82000,1.0,1.05,1.0,0.97,1.0,83517
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_CN_MAINSTREAM_2028M12,IPHONE_NM_2028_BASE,CONSUMER_CN_MAINSTREAM,CN_MAINSTREAM,2028-12,76000,1.0,1.05,1.0,0.97,1.0,77406
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_JP_REPLACEMENT_2028M01,IPHONE_NM_2028_BASE,CONSUMER_JP_REPLACEMENT,JP_REPLACEMENT,2028-01,7000,1.0,1.0,1.0,1.0,1.0,7000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_JP_REPLACEMENT_2028M02,IPHONE_NM_2028_BASE,CONSUMER_JP_REPLACEMENT,JP_REPLACEMENT,2028-02,7200,1.0,1.0,1.0,1.0,1.0,7200
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_JP_REPLACEMENT_2028M03,IPHONE_NM_2028_BASE,CONSUMER_JP_REPLACEMENT,JP_REPLACEMENT,2028-03,7600,1.0,1.0,1.0,1.0,1.0,7600
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_JP_REPLACEMENT_2028M04,IPHONE_NM_2028_BASE,CONSUMER_JP_REPLACEMENT,JP_REPLACEMENT,2028-04,8200,1.0,1.0,1.0,1.0,1.0,8200
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_JP_REPLACEMENT_2028M05,IPHONE_NM_2028_BASE,CONSUMER_JP_REPLACEMENT,JP_REPLACEMENT,2028-05,9000,1.0,1.0,1.0,1.0,1.0,9000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_JP_REPLACEMENT_2028M06,IPHONE_NM_2028_BASE,CONSUMER_JP_REPLACEMENT,JP_REPLACEMENT,2028-06,9800,1.0,1.0,1.0,1.0,1.0,9800
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_JP_REPLACEMENT_2028M07,IPHONE_NM_2028_BASE,CONSUMER_JP_REPLACEMENT,JP_REPLACEMENT,2028-07,10500,1.0,1.0,1.0,1.0,1.0,10500
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_JP_REPLACEMENT_2028M08,IPHONE_NM_2028_BASE,CONSUMER_JP_REPLACEMENT,JP_REPLACEMENT,2028-08,11800,1.0,1.0,1.0,1.0,1.0,11800
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_JP_REPLACEMENT_2028M09,IPHONE_NM_2028_BASE,CONSUMER_JP_REPLACEMENT,JP_REPLACEMENT,2028-09,24000,1.35,1.0,1.0,1.0,1.0,32400
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_JP_REPLACEMENT_2028M10,IPHONE_NM_2028_BASE,CONSUMER_JP_REPLACEMENT,JP_REPLACEMENT,2028-10,22000,1.1,1.0,1.0,1.0,1.0,24200
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_JP_REPLACEMENT_2028M11,IPHONE_NM_2028_BASE,CONSUMER_JP_REPLACEMENT,JP_REPLACEMENT,2028-11,20500,1.0,1.05,1.0,1.0,1.0,21525
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_JP_REPLACEMENT_2028M12,IPHONE_NM_2028_BASE,CONSUMER_JP_REPLACEMENT,JP_REPLACEMENT,2028-12,19500,1.0,1.05,1.0,1.0,1.0,20475
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_SG_PREMIUM_2028M01,IPHONE_NM_2028_BASE,CONSUMER_SG_PREMIUM,SG_PREMIUM,2028-01,1200,1.0,1.0,0.98,1.0,1.0,1176
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_SG_PREMIUM_2028M02,IPHONE_NM_2028_BASE,CONSUMER_SG_PREMIUM,SG_PREMIUM,2028-02,1300,1.0,1.0,0.98,1.0,1.0,1274
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_SG_PREMIUM_2028M03,IPHONE_NM_2028_BASE,CONSUMER_SG_PREMIUM,SG_PREMIUM,2028-03,1400,1.0,1.0,0.98,1.0,1.0,1372
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_SG_PREMIUM_2028M04,IPHONE_NM_2028_BASE,CONSUMER_SG_PREMIUM,SG_PREMIUM,2028-04,1500,1.0,1.0,0.98,1.0,1.0,1470
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_SG_PREMIUM_2028M05,IPHONE_NM_2028_BASE,CONSUMER_SG_PREMIUM,SG_PREMIUM,2028-05,1650,1.0,1.0,0.98,1.0,1.0,1617
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_SG_PREMIUM_2028M06,IPHONE_NM_2028_BASE,CONSUMER_SG_PREMIUM,SG_PREMIUM,2028-06,1800,1.0,1.0,0.98,1.0,1.0,1764
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_SG_PREMIUM_2028M07,IPHONE_NM_2028_BASE,CONSUMER_SG_PREMIUM,SG_PREMIUM,2028-07,2000,1.0,1.0,0.98,1.0,1.0,1960
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_SG_PREMIUM_2028M08,IPHONE_NM_2028_BASE,CONSUMER_SG_PREMIUM,SG_PREMIUM,2028-08,2200,1.0,1.0,0.98,1.0,1.0,2156
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_SG_PREMIUM_2028M09,IPHONE_NM_2028_BASE,CONSUMER_SG_PREMIUM,SG_PREMIUM,2028-09,4500,1.35,1.0,0.98,1.0,1.0,5954
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_SG_PREMIUM_2028M10,IPHONE_NM_2028_BASE,CONSUMER_SG_PREMIUM,SG_PREMIUM,2028-10,3600,1.1,1.0,0.98,1.0,1.0,3881
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_SG_PREMIUM_2028M11,IPHONE_NM_2028_BASE,CONSUMER_SG_PREMIUM,SG_PREMIUM,2028-11,3000,1.0,1.05,0.98,1.0,1.0,3087
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_SG_PREMIUM_2028M12,IPHONE_NM_2028_BASE,CONSUMER_SG_PREMIUM,SG_PREMIUM,2028-12,2600,1.0,1.05,0.98,1.0,1.0,2675
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_TH_VALUE_2028M01,IPHONE_NM_2028_BASE,CONSUMER_TH_VALUE,TH_VALUE,2028-01,4500,1.0,1.0,1.0,0.97,1.0,4365
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_TH_VALUE_2028M02,IPHONE_NM_2028_BASE,CONSUMER_TH_VALUE,TH_VALUE,2028-02,4700,1.0,1.0,1.0,0.97,1.0,4559
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_TH_VALUE_2028M03,IPHONE_NM_2028_BASE,CONSUMER_TH_VALUE,TH_VALUE,2028-03,4900,1.0,1.0,1.0,0.97,1.0,4753
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_TH_VALUE_2028M04,IPHONE_NM_2028_BASE,CONSUMER_TH_VALUE,TH_VALUE,2028-04,5200,1.0,1.0,1.0,0.97,1.0,5044
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_TH_VALUE_2028M05,IPHONE_NM_2028_BASE,CONSUMER_TH_VALUE,TH_VALUE,2028-05,5600,1.0,1.0,1.0,0.97,1.0,5432
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_TH_VALUE_2028M06,IPHONE_NM_2028_BASE,CONSUMER_TH_VALUE,TH_VALUE,2028-06,6000,1.0,1.0,1.0,0.97,1.0,5820
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_TH_VALUE_2028M07,IPHONE_NM_2028_BASE,CONSUMER_TH_VALUE,TH_VALUE,2028-07,6500,1.0,1.0,1.0,0.97,1.0,6305
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_TH_VALUE_2028M08,IPHONE_NM_2028_BASE,CONSUMER_TH_VALUE,TH_VALUE,2028-08,7200,1.0,1.0,1.0,0.97,1.0,6984
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_TH_VALUE_2028M09,IPHONE_NM_2028_BASE,CONSUMER_TH_VALUE,TH_VALUE,2028-09,11000,1.35,1.0,1.0,0.97,1.0,14405
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_TH_VALUE_2028M10,IPHONE_NM_2028_BASE,CONSUMER_TH_VALUE,TH_VALUE,2028-10,10500,1.1,1.0,1.0,0.97,1.0,11204
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_TH_VALUE_2028M11,IPHONE_NM_2028_BASE,CONSUMER_TH_VALUE,TH_VALUE,2028-11,9800,1.0,1.05,1.0,0.97,1.0,9981
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_TH_VALUE_2028M12,IPHONE_NM_2028_BASE,CONSUMER_TH_VALUE,TH_VALUE,2028-12,9300,1.0,1.05,1.0,0.97,1.0,9472
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_VN_YOUTH_2028M01,IPHONE_NM_2028_BASE,CONSUMER_VN_YOUTH,VN_YOUTH,2028-01,4200,1.0,1.0,1.0,0.97,1.0,4074
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_VN_YOUTH_2028M02,IPHONE_NM_2028_BASE,CONSUMER_VN_YOUTH,VN_YOUTH,2028-02,4500,1.0,1.0,1.0,0.97,1.0,4365
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_VN_YOUTH_2028M03,IPHONE_NM_2028_BASE,CONSUMER_VN_YOUTH,VN_YOUTH,2028-03,4800,1.0,1.0,1.0,0.97,1.0,4656
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_VN_YOUTH_2028M04,IPHONE_NM_2028_BASE,CONSUMER_VN_YOUTH,VN_YOUTH,2028-04,5200,1.0,1.0,1.0,0.97,1.0,5044
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_VN_YOUTH_2028M05,IPHONE_NM_2028_BASE,CONSUMER_VN_YOUTH,VN_YOUTH,2028-05,5800,1.0,1.0,1.0,0.97,1.0,5626
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_VN_YOUTH_2028M06,IPHONE_NM_2028_BASE,CONSUMER_VN_YOUTH,VN_YOUTH,2028-06,6400,1.0,1.0,1.0,0.97,1.0,6208
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_VN_YOUTH_2028M07,IPHONE_NM_2028_BASE,CONSUMER_VN_YOUTH,VN_YOUTH,2028-07,7000,1.0,1.0,1.0,0.97,1.0,6790
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_VN_YOUTH_2028M08,IPHONE_NM_2028_BASE,CONSUMER_VN_YOUTH,VN_YOUTH,2028-08,7800,1.0,1.0,1.0,0.97,1.0,7566
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_VN_YOUTH_2028M09,IPHONE_NM_2028_BASE,CONSUMER_VN_YOUTH,VN_YOUTH,2028-09,12000,1.35,1.0,1.0,0.97,1.0,15714
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_VN_YOUTH_2028M10,IPHONE_NM_2028_BASE,CONSUMER_VN_YOUTH,VN_YOUTH,2028-10,11500,1.1,1.0,1.0,0.97,1.0,12271
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_VN_YOUTH_2028M11,IPHONE_NM_2028_BASE,CONSUMER_VN_YOUTH,VN_YOUTH,2028-11,10800,1.0,1.05,1.0,0.97,1.0,11000
ACTIVE,ASSUMPTION,WOM proxy dataset v0.1,MEDIUM,OpenAI,2026-04-01,,DEM_VN_YOUTH_2028M12,IPHONE_NM_2028_BASE,CONSUMER_VN_YOUTH,VN_YOUTH,2028-12,9800,1.0,1.05,1.0,0.97,1.0,9981
